Date,Title_Bull,Title_Bear,Title_Pos,Title_Neg,Body_Bull,Body_Bear,Body_Pos,Body_Neg,Comments_Bull,Comments_Bear,Comments_Pos,Comments_Neg,Bull_Bear_Ratio,EMA_3,EMA_10
2019-10-21,3,3,3.13,1.246,39,29,1.085,1.4140000000000001,1652,1249,443.385,367.44800000000004,1.322658126501201,1.2900234837023774,1.2452081813037192
2019-10-22,8,4,2.5069999999999997,0.889,22,9,1.722,1.59,2140,1564,578.86,459.16900000000004,1.3682864450127876,1.3291549643575826,1.2675860474327973
2019-10-23,4,8,2.739,1.05,41,18,1.287,0.883,1577,1252,474.901,344.54699999999997,1.2595846645367412,1.2943698144471618,1.266131250542597
2019-10-24,6,6,2.62,3.51,27,22,1.321,1.251,1653,1254,507.061,375.639,1.3181818181818181,1.30627581631449,1.2755949901134087
2019-10-27,6,4,1.23,0.98,31,26,1.49,1.395,1665,1234,429.36400000000003,316.385,1.3492706645056727,1.3277732404100813,1.2889905672756898
2019-10-28,4,3,2.332,1.0390000000000001,34,32,1.633,1.169,1531,1208,452.876,372.916,1.2673841059602649,1.297578673185173,1.285062119763782
2019-10-29,7,4,1.6769999999999998,2.044,38,24,1.192,1.033,1781,1360,553.625,444.168,1.3095588235294118,1.3035687483572924,1.289516065902999
2019-10-30,6,5,1.686,2.146,18,11,1.133,1.2570000000000001,1675,1292,449.20300000000003,354.996,1.2964396284829722,1.3000041884201323,1.2907748954629965
2019-10-31,4,6,2.0069999999999997,2.655,23,22,1.015,2.0269999999999997,1535,1298,527.016,410.635,1.1825885978428352,1.2412963931314838,1.2711046595320243
2019-11-03,4,7,2.823,1.3259999999999998,10,8,1.173,0.6940000000000001,1515,1251,594.048,465.473,1.211031175059952,1.2261637840957178,1.260182207809814
2019-11-04,6,2,1.271,2.8369999999999997,9,5,0.857,0.9279999999999999,1438,1128,746.8589999999999,553.692,1.274822695035461,1.2504932395655894,1.2628441145781166
2019-11-05,2,4,1.198,2.136,10,21,1.218,1.476,1564,1246,653.293,534.781,1.2552166934189406,1.252854966492265,1.2614573107309925
2019-11-06,2,1,0.569,1.39,12,8,0.43200000000000005,0.653,1515,1127,604.293,489.35400000000004,1.3442768411712511,1.298565903831758,1.2765154071746876
2019-11-07,3,7,2.296,1.0190000000000001,13,9,0.7879999999999999,0.5920000000000001,1312,991,528.125,369.407,1.3239152371342078,1.3112405704829828,1.285133558076424
2019-11-10,3,3,1.4409999999999998,1.192,34,16,2.035,1.704,1439,1037,432.08099999999996,297.613,1.3876567020250723,1.3494486362540274,1.3037741297034606
2019-11-11,2,6,1.764,1.94,17,19,1.482,0.871,1167,922,339.171,262.389,1.2657266811279826,1.3075876586910051,1.2968564117806436
2019-11-12,5,4,1.5730000000000002,1.5830000000000002,31,21,1.2429999999999999,1.4040000000000001,1376,1145,353.082,258.879,1.2017467248908298,1.2546671917909173,1.279563741437035
2019-11-13,7,4,4.735,1.851,30,18,1.704,1.294,1805,1268,495.398,376.749,1.4235015772870663,1.339084384538992,1.305734257046139
2019-11-14,1,4,1.334,3.8139999999999996,8,13,1.255,0.6509999999999999,1842,1438,587.273,452.648,1.2809457579972183,1.3100150712681051,1.3012272572190613
2019-11-17,2,2,0.878,2.1519999999999997,54,22,1.3519999999999999,1.199,1428,1205,401.52099999999996,311.485,1.1850622406639004,1.2475386559660029,1.280106345118119
2019-11-18,5,3,1.196,2.312,42,19,2.403,1.703,1817,1352,455.02,339.63800000000003,1.3439349112426036,1.2957367836043032,1.2917115389589362
2019-11-19,7,4,1.54,1.482,60,18,1.53,1.534,1745,1217,485.06,377.11699999999996,1.4338537387017256,1.3647952611530143,1.3175555752758104
2019-11-20,3,4,1.415,1.011,31,34,1.875,1.371,1216,868,391.522,340.663,1.400921658986175,1.3828584600695946,1.332713045041333
2019-11-21,6,1,1.537,1.392,26,19,1.425,1.073,1417,965,528.57,404.773,1.4683937823834197,1.4256261212265071,1.3573822700126235
2019-11-24,4,0,3.549,0.49,35,9,1.183,1.189,1413,964,457.694,316.663,1.4657676348547717,1.4456968780406394,1.3770886999839245
2019-11-25,9,4,1.86,0.669,65,48,2.1719999999999997,1.73,1772,1112,525.823,347.108,1.5935251798561152,1.5196110289483773,1.416440787233416
2019-11-26,8,5,1.9480000000000002,1.2309999999999999,39,36,1.787,1.84,1527,1050,532.447,342.341,1.4542857142857142,1.4869483716170457,1.423321683061107
2019-11-28,6,5,2.5,2.276,29,18,1.6280000000000001,1.131,1076,881,345.783,244.825,1.221339387060159,1.3541438793386025,1.3865976292427515
2019-12-01,2,2,1.054,2.049,39,44,1.329,1.46,1054,823,435.358,306.41900000000004,1.2806804374240583,1.3174121583813303,1.3673399580029886
2019-12-02,2,5,0.0,0.888,19,17,1.271,1.358,1593,1310,432.934,375.907,1.216030534351145,1.2667213463662377,1.3398291537026528
2019-12-03,3,8,1.7730000000000001,2.001,25,23,1.345,1.331,1559,1019,472.374,356.26800000000003,1.5299313052011776,1.3983263257837075,1.3743931812478398
2019-12-04,10,5,2.573,1.63,25,26,2.275,1.409,1497,1187,435.47900000000004,319.574,1.2611625947767482,1.329744460280228,1.3538058018894592
2019-12-05,4,6,1.598,3.2430000000000003,44,26,1.591,1.589,1220,977,406.211,319.21299999999997,1.2487205731832138,1.289232516731721,1.3346993966701415
2019-12-08,5,5,1.864,1.1159999999999999,18,11,1.4140000000000001,1.357,1090,831,341.661,257.205,1.3116726835138388,1.3004526001227799,1.3305127215508137
2019-12-09,4,7,0.0,2.9589999999999996,50,48,1.6059999999999999,1.821,1358,1103,369.233,285.528,1.2311876699909339,1.265820135056857,1.312453621267199
2019-12-10,8,3,2.174,2.267,44,32,2.195,1.489,1532,1150,419.66,339.181,1.3321739130434782,1.2989970240501676,1.3160391288628863
2019-12-11,11,3,3.7289999999999996,1.46,25,15,1.048,1.0859999999999999,1267,814,401.977,302.63,1.5565110565110565,1.427754040280612,1.3597612975261903
2019-12-12,4,3,1.891,1.121,25,21,1.213,1.15,1110,794,350.10900000000004,247.926,1.397984886649874,1.412869463465243,1.366711041003224
2019-12-15,5,11,2.7030000000000003,2.372,28,22,1.682,0.977,1288,997,375.202,258.409,1.291875626880642,1.3523725451729425,1.3531046020718454
2019-12-16,8,2,2.557,1.5830000000000002,52,30,1.3969999999999998,2.02,1198,801,331.86199999999997,250.07,1.4956304619225969,1.4240015035477698,1.3790183947719818
2019-12-17,8,6,2.681,1.864,114,34,2.075,1.401,1452,909,459.345,301.637,1.5973597359735974,1.5106806197606835,1.4187168204450031
2019-12-18,5,5,2.13,0.8540000000000001,28,18,1.974,1.047,1314,912,388.82,297.443,1.4407894736842106,1.475735046722447,1.422730030124859
2019-12-19,3,4,1.148,2.013,20,12,1.5619999999999998,0.711,1406,1102,448.14099999999996,298.131,1.2758620689655173,1.3757985578439822,1.3960267644595241
2019-12-22,4,1,1.483,0.444,28,14,1.569,1.046,1226,765,491.653,266.72900000000004,1.6026143790849674,1.4892064684644748,1.4335881489368776
2019-12-23,5,5,3.233,0.368,51,36,1.5030000000000001,1.5319999999999998,1365,854,381.92199999999997,268.36,1.598360655737705,1.54378356210109,1.4635467865370282
2019-12-25,5,5,1.1059999999999999,2.7039999999999997,19,19,1.588,1.103,1601,872,373.39,273.79900000000004,1.8360091743119267,1.6898963682065085,1.531267220677919
2019-12-26,9,4,2.78,1.319,27,13,2.124,0.509,1585,1039,425.19300000000004,289.286,1.525505293551492,1.6077008308790002,1.5302195975640234
2019-12-29,5,6,1.527,1.7619999999999998,21,26,2.024,1.7930000000000001,1330,989,384.119,323.64,1.3447927199191103,1.4762467753990554,1.4965056198104028
2019-12-30,2,5,1.392,1.671,18,16,1.6469999999999998,1.071,1321,909,370.71,267.533,1.4532453245324533,1.4647460499657543,1.488640111578048
2020-01-01,10,6,1.514,1.964,44,22,1.338,1.6569999999999998,1654,969,420.157,315.448,1.7069143446852426,1.5858301973254985,1.5283263357793564
2020-01-02,14,4,1.745,3.9560000000000004,40,29,1.192,1.655,1449,861,469.76,408.615,1.6829268292682926,1.6343785132968955,1.5564355164137085
2020-01-05,7,4,1.224,3.3539999999999996,53,25,1.774,1.754,1242,881,386.619,306.346,1.409761634506243,1.5220700739015691,1.5297675378850784
2020-01-06,8,4,1.71,1.777,42,31,1.6280000000000001,1.8219999999999998,1476,957,426.88800000000003,376.972,1.542319749216301,1.532194911558935,1.5320497581271189
2020-01-07,8,7,3.6319999999999997,2.83,28,25,1.271,1.949,1787,1292,435.42699999999996,428.205,1.38312693498452,1.4576609232717277,1.5049728811921008
2020-01-08,5,7,2.9339999999999997,2.43,77,50,1.66,1.565,1691,1106,404.69599999999997,303.938,1.5289330922242315,1.4932970077479797,1.5093292831979428
2020-01-09,13,9,2.26,1.285,46,52,1.834,1.465,1652,1277,419.091,345.402,1.293657008613939,1.3934770081809593,1.4701161423644875
2020-01-12,7,5,2.748,0.563,49,35,1.903,2.0909999999999997,1817,1176,539.031,338.67699999999996,1.5450680272108843,1.4692725176959218,1.4837437577911052
2020-01-13,7,6,3.698,2.7889999999999997,59,46,1.6340000000000001,1.365,1630,1087,474.07300000000004,353.784,1.499540018399264,1.484406268047593,1.4866158051744067
2020-01-14,7,4,2.036,2.636,44,32,2.187,1.659,1591,991,422.695,312.712,1.6054490413723512,1.544927654709972,1.5082218481194878
2020-01-15,7,6,2.364,1.534,36,23,1.839,1.22,1992,1227,500.98699999999997,366.55699999999996,1.6234718826405867,1.5841997686752793,1.529176399850597
2020-01-16,6,2,2.157,0.621,29,26,1.643,1.056,1693,1062,511.72,335.664,1.5941619585687383,1.5891808636220088,1.5409919559811682
2020-01-20,12,6,2.8139999999999996,3.075,27,15,0.946,1.73,1817,1122,507.73800000000006,373.815,1.6194295900178253,1.6043052268199172,1.555253343987833
2020-01-21,6,1,2.8960000000000004,1.22,25,8,1.6059999999999999,0.945,1673,804,473.858,335.279,2.0808457711442787,1.842575498982098,1.6508156034708232
2020-01-22,8,3,1.4169999999999998,2.096,33,14,0.924,1.297,1715,1000,457.51599999999996,346.06800000000004,1.715,1.7787877494910491,1.6624854937488553
2020-01-23,12,4,1.7169999999999999,2.362,38,22,1.517,1.626,1748,1326,440.412,419.001,1.3182503770739065,1.5485190632824777,1.5998972907170466
2020-01-26,3,10,0.131,3.197,31,20,1.635,1.8980000000000001,1791,1343,473.955,451.139,1.3335815338793746,1.4410502985809261,1.551476244019288
2020-01-27,4,7,1.725,2.069,45,18,1.494,1.31,1922,1314,575.359,442.714,1.4627092846270928,1.4518797916040094,1.5353367968570708
2020-01-28,2,1,1.4340000000000002,1.218,43,24,1.5430000000000001,1.579,2327,1393,682.66,520.96,1.6704953338119166,1.561187562707963,1.5599110763034063
2020-01-29,3,4,3.116,2.398,43,22,1.781,0.813,2526,1703,732.706,514.462,1.4832648267762771,1.52222619474212,1.545975394571201
2020-01-30,7,7,1.551,1.548,15,20,1.23,1.123,1987,1556,529.0790000000001,396.56699999999995,1.2769922879177378,1.3996092413299288,1.4970693751796622
2020-02-02,10,6,3.325,2.437,30,15,1.355,1.6569999999999998,2471,1615,657.8610000000001,501.866,1.530030959752322,1.4648201005411254,1.5030623905565095
2020-02-03,16,7,2.657,1.102,24,6,1.212,1.732,3700,2117,887.8739999999999,633.648,1.747756258856873,1.6062881796989992,1.5475521847929392
2020-02-04,5,4,1.7619999999999998,1.9269999999999998,34,26,1.1740000000000002,1.915,2727,1738,742.2710000000001,571.493,1.5690448791714615,1.5876665294352303,1.5514599474072162
2020-02-05,6,5,0.7390000000000001,1.4769999999999999,40,15,0.885,1.247,2425,1360,685.002,509.62300000000005,1.7830882352941178,1.685377382364674,1.5935741815684712
2020-02-06,3,3,1.314,1.41,28,12,1.472,0.888,2073,1244,698.1110000000001,512.886,1.6663987138263665,1.6758880480955203,1.6068150056153612
2020-02-09,13,0,3.057,0.778,33,22,1.65,1.325,3004,1427,753.313,507.713,2.105115627189909,1.8905018376427147,1.6974151186289153
2020-02-10,5,5,2.524,2.805,51,37,1.196,1.4409999999999998,3110,1595,798.875,581.951,1.9498432601880877,1.9201725489154011,1.743311144366947
2020-02-11,11,5,3.043,1.8940000000000001,35,26,1.068,1.13,2737,1436,707.942,504.715,1.9059888579387188,1.91308070342706,1.7728889104709056
2020-02-12,4,2,4.027,1.054,63,32,0.996,1.597,3097,1477,745.584,622.009,2.096817874069059,2.0049492887480596,1.83178508567057
2020-02-13,4,1,1.68,3.2539999999999996,59,35,1.963,1.455,3188,1554,745.758,545.832,2.0514800514800515,2.0282146701140555,1.8717296249086577
2020-02-17,5,4,1.402,2.381,44,41,1.0859999999999999,1.3869999999999998,3102,1651,705.528,536.698,1.878861296184131,1.953537983149093,1.873026292413289
2020-02-18,8,6,1.4709999999999999,2.21,67,35,1.393,1.585,2979,1425,778.569,589.981,2.090526315789474,2.0220321494692834,1.9125717512089588
2020-02-19,9,2,1.6019999999999999,1.79,70,37,1.484,1.114,2980,1465,782.221,601.394,2.0341296928327646,2.028080921151024,1.9346731951405596
2020-02-20,8,6,2.9539999999999997,2.574,52,27,2.069,1.182,3156,1952,821.373,711.071,1.6168032786885247,1.8224420999197743,1.876878664876553
2020-02-23,14,6,0.608,3.335,48,26,0.9540000000000001,1.014,2886,2004,847.928,694.475,1.4401197604790419,1.631280930199408,1.7974679549860964
2020-02-24,2,11,1.305,2.843,31,32,1.081,1.712,2519,2044,707.544,598.891,1.2323874755381605,1.4318342028687843,1.6947260496319263
2020-02-25,4,6,1.911,1.575,29,33,1.133,1.535,2078,1758,645.322,530.755,1.1820250284414107,1.3069296156550974,1.6015076821427414
2020-02-26,8,7,2.175,1.9169999999999998,38,40,1.197,1.3969999999999998,2798,2439,839.387,685.81,1.1471914719147192,1.2270605437849083,1.5189047348285556
2020-02-27,6,5,2.4130000000000003,1.347,39,42,0.998,1.617,3178,3002,807.252,684.196,1.0586275816122586,1.1428440626985834,1.4352179796983198
2020-03-01,6,7,0.941,1.9780000000000002,12,12,0.447,0.8170000000000001,2615,2348,877.83,875.442,1.1137137989778534,1.1282789308382184,1.3767626741127803
2020-03-02,4,6,1.6980000000000002,1.92,40,51,1.16,1.205,2623,2385,937.059,815.653,1.09979035639413,1.1140346436161743,1.3264040708912075
2020-03-03,6,4,2.066,4.398,79,85,1.2329999999999999,1.889,2701,2512,823.5260000000001,778.3430000000001,1.0752388535031847,1.0946367485596795,1.2807376677297488
2020-03-04,4,5,1.115,0.527,88,118,1.2009999999999998,1.547,2867,2442,770.435,637.53,1.1740376740376741,1.1343372112986767,1.2613376688766442
2020-03-05,10,8,0.5660000000000001,2.72,63,54,1.3940000000000001,1.565,2583,2135,694.2689999999999,555.9780000000001,1.2098360655737705,1.1720866384362236,1.2519737410033944
2020-03-08,6,8,2.523,2.398,21,26,0.725,1.385,3055,2615,960.352,802.882,1.1682600382409178,1.1701733383385706,1.2367530677738534
2020-03-09,9,6,2.676,2.548,155,175,0.765,1.5619999999999998,2968,2534,860.948,667.2669999999999,1.171270718232044,1.1707220282853075,1.2248471860389791
2020-03-10,7,5,2.6839999999999997,1.82,62,53,1.1340000000000001,1.367,2835,2401,943.492,779.432,1.1807580174927115,1.1757400228890096,1.2168309735760212
2020-03-11,5,9,0.9520000000000001,3.031,30,28,0.847,1.25,3908,3552,1047.846,844.1439999999999,1.1002252252252251,1.1379826240571174,1.195629928421331
2020-03-12,5,8,1.4409999999999998,2.694,46,65,1.446,1.462,4536,3822,1161.8010000000002,982.51,1.1868131868131868,1.162397905435152,1.1940268844925774
2020-03-15,8,4,2.0,2.202,34,29,1.204,1.339,3444,2811,1097.6860000000001,848.9989999999999,1.2251867662753468,1.1937923358552496,1.1996923175439902
2020-03-16,7,7,2.351,1.175,86,73,1.71,2.1519999999999997,2915,2461,963.698,810.1010000000001,1.1844778545306787,1.189135095192964,1.1969260515415698
2020-03-17,5,2,0.841,2.5810000000000004,66,34,1.401,1.651,3982,2984,975.9960000000001,789.556,1.334450402144772,1.261792748668868,1.2219304789239702
2020-03-18,5,5,1.805,2.336,38,36,1.483,1.936,3167,2478,915.926,787.242,1.278046811945117,1.2699197803069926,1.2321334485641788
2020-03-19,6,5,1.121,3.02,118,87,1.3659999999999999,1.808,4061,3663,1052.0839999999998,999.273,1.1086541086541086,1.1892869444805507,1.2096826594896206
2020-03-22,4,1,2.9219999999999997,0.48100000000000004,41,28,1.7719999999999998,2.21,2845,2598,875.993,918.784,1.0950731331793688,1.1421800388299599,1.1888445637968477
2020-03-23,5,8,2.846,3.426,50,51,1.037,2.225,3894,3619,1033.138,1007.597,1.0759878419452888,1.1090839403876243,1.1683251598238371
2020-03-24,6,8,1.228,3.175,80,84,1.361,2.23,3060,2843,917.183,847.188,1.0763278227224762,1.0927058815550503,1.1515983712599531
2020-03-25,6,5,2.5540000000000003,1.369,57,52,1.079,1.6740000000000002,3884,3284,997.262,955.1289999999999,1.1827040194884288,1.1377049505217396,1.1572539436651306
2020-03-26,5,5,2.7110000000000003,2.9789999999999996,60,40,1.524,1.548,3387,2838,910.5360000000001,847.0210000000001,1.193446088794926,1.1655755196583328,1.1638343336887296
2020-03-29,15,9,2.378,4.138,90,70,1.227,1.761,3193,2738,843.482,782.929,1.1661796932067203,1.1658776064325265,1.1642607626920005
2020-03-30,12,4,2.6289999999999996,2.405,114,103,1.635,2.025,2918,2565,908.9680000000001,826.2869999999999,1.1376218323586744,1.1517497193956006,1.159417320813214
2020-03-31,8,5,1.202,2.359,118,105,1.534,1.6269999999999998,2804,2503,866.6419999999999,798.074,1.1202556931681982,1.1360027062818994,1.1522970248777564
2020-04-01,8,4,1.534,2.736,5,1,0.65,0.9229999999999999,2463,1844,632.09,651.96,1.3356832971800434,1.2358430017309714,1.1856399834781723
2020-04-02,4,11,0.7829999999999999,3.014,123,134,1.834,1.7530000000000001,2733,2792,788.758,659.584,0.9788681948424068,1.1073555982866892,1.148045112817124
2020-04-05,4,9,3.9219999999999997,2.381,54,61,1.5030000000000001,1.3880000000000001,3026,2790,775.693,734.039,1.0845878136200717,1.0959717059533804,1.1365074220540237
2020-04-06,7,8,1.2109999999999999,1.515,54,55,1.86,1.8559999999999999,2958,2473,721.4119999999999,609.361,1.1961180752122929,1.1460448905828367,1.1473457226282544
2020-04-07,7,12,2.563,2.623,89,82,1.5490000000000002,1.786,2588,2364,792.0930000000001,674.597,1.0947546531302876,1.1203997718565621,1.1377837099922605
2020-04-08,9,7,1.141,2.99,66,56,1.194,2.044,3756,2912,1018.73,878.1619999999999,1.289835164835165,1.2051174683458634,1.1654294290546068
2020-04-12,4,7,1.355,2.469,42,33,1.041,1.7009999999999998,3066,2395,1052.282,710.6339999999999,1.2801670146137787,1.242642241479821,1.1862908082471832
2020-04-13,10,13,1.867,3.8760000000000003,32,44,1.122,1.9709999999999999,3331,2753,890.684,725.033,1.209952778786778,1.2262975101332996,1.1905929847089278
2020-04-14,7,5,2.294,0.943,38,38,0.76,1.062,3118,2263,1001.572,783.0989999999999,1.377817057003977,1.3020572835686384,1.2246337251262096
2020-04-15,11,5,1.6159999999999999,1.5030000000000001,62,60,1.0190000000000001,1.4480000000000002,3575,2704,921.421,809.561,1.3221153846153846,1.3120863340920115,1.2423576632151505
2020-04-16,6,10,2.766,3.0439999999999996,61,46,1.32,1.242,3590,2639,973.92,748.4119999999999,1.3603637741568777,1.3362250541244447,1.26381331975001
2020-04-19,3,8,1.431,3.5439999999999996,23,22,1.033,1.032,2823,2355,924.8380000000001,810.4730000000001,1.1987261146496815,1.267475584387063,1.2519792824590412
2020-04-20,8,6,1.984,2.991,30,28,0.7509999999999999,0.546,2516,1960,828.5939999999999,698.557,1.2836734693877552,1.275574526887409,1.2577418619006255
2020-04-21,8,7,1.153,3.783,10,8,0.657,0.425,2452,2031,871.6030000000001,650.875,1.207287050713934,1.2414307888006715,1.2485682598666816
2020-04-22,4,8,2.55,2.637,57,52,0.687,0.387,2919,2206,832.955,667.492,1.3232094288304623,1.282320108815567,1.2621393814964599
2020-04-23,8,7,1.545,3.4960000000000004,30,37,0.6409999999999999,1.02,2039,1718,577.822,481.35699999999997,1.1868451688009314,1.234582638808249,1.2484495246427274
